"decimalLatitude","decimalLongitude","species"
-30.909891,152.243423,"Archirhodomyrtus beckleri"
-30.90936,152.8705,"Archirhodomyrtus beckleri"
-30.900204,152.372202,"Archirhodomyrtus beckleri"
-30.898474,153.021968,"Archirhodomyrtus beckleri"
-30.896869,152.302496,"Archirhodomyrtus beckleri"
-30.895895,152.310978,"Archirhodomyrtus beckleri"
-30.895363,152.829999,"Archirhodomyrtus beckleri"
-30.890454,152.829809,"Archirhodomyrtus beckleri"
-30.882635,152.802833,"Archirhodomyrtus beckleri"
-30.880341,152.779999,"Archirhodomyrtus beckleri"
-30.880203,152.836523,"Archirhodomyrtus beckleri"
-30.878177,152.842073,"Archirhodomyrtus beckleri"
-30.87547,152.790329,"Archirhodomyrtus beckleri"
-30.875265,152.834418,"Archirhodomyrtus beckleri"
-30.861729,152.722851,"Archirhodomyrtus beckleri"
-30.85979,152.844153,"Archirhodomyrtus beckleri"
-30.859784,152.844146,"Archirhodomyrtus beckleri"
-30.859162,152.798952,"Archirhodomyrtus beckleri"
-30.847204,152.923153,"Archirhodomyrtus beckleri"
-30.841034,152.284245,"Archirhodomyrtus beckleri"
-30.835858,152.857702,"Archirhodomyrtus beckleri"
-30.835852,152.857695,"Archirhodomyrtus beckleri"
-30.835109,152.916695,"Archirhodomyrtus beckleri"
-30.826639,152.869521,"Archirhodomyrtus beckleri"
-30.826633,152.869514,"Archirhodomyrtus beckleri"
-30.826633,152.869514,"Archirhodomyrtus beckleri"
-30.826247,152.87477,"Archirhodomyrtus beckleri"
-30.826247,152.87477,"Archirhodomyrtus beckleri"
-30.826241,152.874763,"Archirhodomyrtus beckleri"
-30.826241,152.874763,"Archirhodomyrtus beckleri"
-30.824221,152.973559,"Archirhodomyrtus beckleri"
-30.820486,152.909911,"Archirhodomyrtus beckleri"
-30.820404,152.843305,"Archirhodomyrtus beckleri"
-30.819492,152.842638,"Archirhodomyrtus beckleri"
-30.81778,152.911168,"Archirhodomyrtus beckleri"
-30.8167,152.55,"Archirhodomyrtus beckleri"
-30.816667,152.366667,"Archirhodomyrtus beckleri"
-30.814862,152.919974,"Archirhodomyrtus beckleri"
-30.814342,152.713585,"Archirhodomyrtus beckleri"
-30.814009,152.925787,"Archirhodomyrtus beckleri"
-30.813746,152.910587,"Archirhodomyrtus beckleri"
-30.813746,152.910587,"Archirhodomyrtus beckleri"
-30.813152,152.975426,"Archirhodomyrtus beckleri"
-30.81242,152.910452,"Archirhodomyrtus beckleri"
-30.81242,152.910452,"Archirhodomyrtus beckleri"
-30.810706,152.888254,"Archirhodomyrtus beckleri"
-30.81012,152.974674,"Archirhodomyrtus beckleri"
-30.809284,152.882537,"Archirhodomyrtus beckleri"
-30.802029,152.916065,"Archirhodomyrtus beckleri"
-30.799173,152.868973,"Archirhodomyrtus beckleri"
-30.797392,152.954368,"Archirhodomyrtus beckleri"
-30.797279,152.97057,"Archirhodomyrtus beckleri"
-30.796369,152.945212,"Archirhodomyrtus beckleri"
-30.795413,152.977678,"Archirhodomyrtus beckleri"
-30.794409,152.910092,"Archirhodomyrtus beckleri"
-30.790778,152.935285,"Archirhodomyrtus beckleri"
